"raw_count","clean_count","null_resale_price","null_floor_area","min_resale_price","max_resale_price","avg_resale_price","min_floor_area","max_floor_area","min_lease_year","max_lease_year"
826581,826581,0,0,5000,1258000,293548.994104751984,28.00,307.00,1966,2019
